LONS,LATS,COD_ZC,ZC_NOM
-74.12253286972897,4.735033253726056,005664,EL DORADO
-74.16345017401092,4.632821237688319,004562,LLANO GRANDE
-74.07070288141767,4.631748236451654,007102,SANTA TERESITA
-74.1030571855299,4.629943066508514,006207,BATALLON CALDAS
-74.13543917509378,4.656123026421355,006528,EL VERGEL
-74.14819646347964,4.0901227836973435,103108,LOS RIOS
-74.07954791907258,4.562564582175327,001113,SAN BLAS II
-74.0527258883796,4.781854956359924,009138,CASABLANCA SUBA URBANO I
-74.09624164823265,4.489585259302865,202506,EL NUEVO PORTAL II RURAL
-74.06525551331322,4.586324716540084,201404,LA PEÑA RURAL
-74.14471498001012,4.544770499734232,002540,ESTRELLA DEL SUR
-74.10910294472238,4.7421985896530385,009216,LA GAITANA
-74.07138001492349,4.819483968912332,107101,GUAYMARAL
-74.13440213423927,4.621419515007611,004502,HIPOTECHO OCCIDENTAL
-74.15559566999782,4.648527193581632,006516,TINTALA
-74.12066671732657,4.569206520084406,001410,MARCO FIDEL SUAREZ
-74.12102066281845,4.522343322655011,002503,LA AURORA
-74.11982371982991,4.525160055938044,002505,NUEVO SAN ANDRES
-74.18605889761268,4.645611906378877,105210,OSORIO X
-74.10790260424535,4.571709365340578,001403,HOSPITAL SAN CARLOS
-74.14478792924264,4.570509093661531,002435,EL CHIRCAL SUR
-74.14247529148527,4.555342678585729,002554,GIBRALTAR SUR
-74.06355872985306,4.62846857928681,008111,CATALUNA
-74.08004766650222,4.623532958897958,006101,FLORIDA
-74.15377573040078,4.543050760618012,002559,LOS ALPES SUR
-74.11802786916122,4.62302015992041,004307,SAN GABRIEL
-74.0623772483685,4.622609571531691,008102,PARQUE NACIONAL
-74.09599824370584,4.624360845487674,006205,INDUSTRIAL CENTENARIO
-74.12707382576114,4.6437860815390115,006512,VILLA ALSACIA
-74.02877316982244,4.759533846479262,008522,EL ROCIO NORTE
-74.17563400622805,4.653084466632579,205221,GALAN RURAL
-74.09438899570029,4.498058749472353,102405,PEPINITOS
-74.06272450960562,4.719623310156294,009116,PRADO VERANIEGO NORTE
-74.35153551476533,3.973745615495246,109114,TUNAL BAJO
-74.08920855113499,4.676457108014737,005503,BELLAVISTA OCCIDENTAL
-74.17023397289226,4.696185760286911,205402,EL CHARCO
-74.09135497830819,4.5766765244524645,001205,SOCIEGO
-74.1590626685964,4.567400130537658,002573,ARBORIZADORA ALTA
-74.10160725529771,4.741585336670708,009267,VILLA MARIA I
-74.10943047870703,4.714847337625747,005644,BOCHICA II
-74.08385595313642,4.529578009760498,001322,SAN RAFAEL USME
-74.08283465829776,4.532486128039954,001334,LAS GAVIOTAS
-74.10538911815604,4.727942452507596,009236,LA CAROLINA DE SUBA
-74.10862955186728,4.720353007038962,005640,BOLIVIA ORIENTAL
-74.09108641404578,4.75009525851704,009213,EL PINO
-74.07822909035428,4.753949125848166,009214,TUNA ALTA
-74.10860051512165,4.700115338599795,005620,FLORENCIA
-74.05632925796982,4.710867131661439,009130,CANODROMO
-74.08847063831051,4.734859840790318,009207,VILLA ELISA
-74.12251847726033,4.700465393225351,005680,VILLA DEL MAR
-74.02229177825262,4.76204721598325,208203,LA ESTRELLITA
-74.10206744295208,4.7166206890129825,005682,CIUDAD BACHUE II
-74.11063265934901,4.508164915662109,002506,GRAN YOMASA
-74.14683689222666,4.557111559670496,002504,COMPARTIR
-74.10847578812165,4.601263309534039,004209,SANTA MATILDE
-74.09898581151077,4.562295186526039,001430,VILLA DE LOS ALPES I
-74.08141307078701,4.576022695753849,001109,LA MARIA
-74.12242148455029,4.479831579985046,102604,LA REQUILINA RURAL II
-74.0703572774899,4.686317513965043,005307,LOS ANDES
-74.08514625041352,4.6209455555165135,006109,COLSEGUROS
-74.11329710976742,4.580207262114172,002202,QUIROGA
-74.11462100476743,4.553040870946474,001418,MARRUECOS
-74.13738180791091,4.707588211440323,005637,VILLA GLADYS
-74.07657507763487,4.5962226164096665,003106,CENTRO ADMINISTRATIVO
-74.1588005112579,4.706371395879938,005672,LAS NAVETAS
-74.15057399387325,4.6755894828233515,006408,EL CARMEN FONTIBON
-74.08742054930326,4.573069621437496,001114,VELODROMO
-74.1149935930185,4.618249171286339,004303,BARCELONA
-74.18985677201023,4.621745342626985,004580,BOSA NOVA EL PORVENIR
-74.08025267805182,4.571179711654583,001108,SAN CRISTOBAL SUR
-74.14572792615417,4.54843635009947,002560,BELLAVISTA LUCERO ALTO
-74.04413025491246,4.680519200989981,008301,CHICO NORTE II SECTOR
-74.15121485152964,4.640288532061004,006531,CIUDAD TECHO II
-74.14241262151751,4.538497744339803,002530,QUIBA
-74.10455625655082,4.602890309907539,004203,LA ASUNCION
-74.08082752890351,4.4989120800185125,002633,LAS VIOLETAS
-74.07362953410784,4.588523224005584,003212,LOURDES
-74.14996902843933,4.554143222527126,002552,JUAN PABLO II
-74.10660910964992,4.610958116288978,004212,TIBANA
-74.04178550771302,4.712190131775297,008402,COUNTRY CLUB
-74.12248611559647,4.597891265821454,004403,AUTOPISTA MUZU
-74.14125920731622,4.678867007084847,006420,LA GIRALDA
-74.07263484569032,4.675294338869164,005201,JORGE ELIECER GAITAN
-74.03736631572735,4.680801814312089,008419,ESCUELA DE CABALLERIA II
-74.05503659033987,4.7170105483394345,009107,PRADO VERANIEGO
-74.17750502532323,4.57980948372451,002426,SANTO DOMINGO
-74.07791139884138,4.592276505218687,003203,SANTA BARBARA
-74.09930221708758,4.502062170746549,002621,SAN FELIPE DE USME
-74.0877344010921,4.600045208027626,004104,LA ESTANZUELA
-74.07707850589856,4.575928004136329,001103,VITELMA
-74.06939726146398,4.567726344656371,001104,MOLINOS DE ORIENTE
-74.07703911138559,4.604769220968399,003108,LA CAPUCHINA
-74.09529681087497,4.538676678785072,001332,VILLABEL
-74.1879711598084,4.62872337853011,004592,SAN MARTIN
-74.1073213627532,4.5017309598816695,002611,CHARALA
-74.0708195943666,4.628008886961464,007103,LA MAGDALENA
-74.11088667802032,4.5323069166452195,002590,LA FISCALA
-74.06548817874989,4.614299862988763,008105,LA MACARENA
-74.08103646397662,4.598846374802322,003107,SANTA INES
-74.16477529882351,4.599863979698575,004538,OLARTE
-74.10233410499936,4.607152063704278,004202,COMUNEROS
-74.10047874918916,4.617894843922198,004208,LOS EJIDOS
-74.16348802756654,4.5651206916160705,002568,ARBORIZADORA ALTA
-74.15009132479506,4.601498932100817,004515,TUNDAMA
-74.0489047908594,4.710624223472651,008401,LA CALLEJA
-74.13585488877922,4.711799536199652,005667,CENTRO ENGATIVA II
-74.06566367750393,4.683011519060609,005308,RIONEGRO
-74.14684404527091,4.645423480768436,006515,VALLADOLID
-74.14979609417324,4.681998376490764,006409,BELEN FONTIBON
-74.08773830560978,4.581599457650724,001207,NARINO SUR
-74.14231389364966,4.536171471851811,002564,EL MINUTO DE MARIA
-74.16061584818989,4.5452329223016195,002580,BELLA FLOR
-74.14296783890836,4.533451358597673,204128,QUIBA RURAL
-74.08069221283696,4.606259381357189,006105,SAN VICTORINO
-74.08824431179,4.578908568388144,001206,QUINTA RAMOS
-74.12164274040458,4.500938800558419,002586,YOMASA NORTE
-74.07829624289216,4.719705255653979,009112,NIZA SUBA
-74.11839254709047,4.563551254330844,001423,ARBOLEDA SUR
-74.1756437969497,4.631613405432243,004316,LAS MARGARITAS
-74.17570872144564,4.646672464331698,004609,LOS ALMENDROS
-74.17234252969703,4.641180342755435,004607,CIUDAD DE CALI
-74.17531205725533,4.640474370346287,004612,DINDALITO
-74.17762718004253,4.649807836543066,004626,LAS ACACIAS
-74.1671963613794,4.6435317018434645,004601,CALANDAIMA
-74.17265658136657,4.6354868796100615,004614,DINDALITO
-74.11866993818396,4.556503742296763,001414,MOLINOS DEL SUR
-74.15223131731612,4.667275647915139,006521,SABANA GRANDE
-74.12327991220806,4.584302111763022,002307,INGLES
-74.12778322789109,4.583198693995252,002308,CLARET
-74.08859710324468,4.58705082240551,001211,POLICARPA
-74.16056444594847,4.575497261478454,002436,BELLAVISTA
-74.07796217830851,4.638235184709983,007206,BELALCAZAR
-74.1380098887954,4.587154897233139,002408,FATIMA
-74.17071879358174,4.64277852745875,004603,EL PARAISO
-74.16786389077663,4.635679465166612,004613,PROVIVIENDA OCCIDENTAL
-74.18200122645796,4.628597666321366,004604,BRASILIA
-74.08712294343906,4.631410381558834,006201,EL RECUERDO
-74.0757396865813,4.629587733710234,007101,LA SOLEDAD
-74.05482757311556,4.7321586354601415,009104,VICTORIA NORTE
-74.06352129862562,4.644708427259858,008213,CHAPINERO CENTRAL
-74.09880979101895,4.652361822952782,005110,EL SALITRE
-74.15633464943376,4.56835678591072,002460,ARBORIZADORA ALTA I
-74.13855667824654,4.549636477943,002523,LA ALAMEDA
-74.12919021628085,4.633860592090867,006502,MARSELLA
-74.12701737176108,4.552180301924125,002512,AREA ARTILLERIA
-74.06326199735453,4.7567603404953696,009134,SAN JOSE V SECTOR
-74.0853026350907,4.750740950457067,009219,CAMPANELLA
-74.06756087668512,4.759850576699849,009247,IRAGUA
-74.05852257208643,4.631787292291866,201503,SIBERIA  II
-74.09314282446513,4.538799371259686,001328,SANTA RITA SUR ORIENTAL
-74.16478052692821,4.640434207463064,004558,CAMPO HERMOSO
-74.12656758441678,4.58953346632092,002311,VILLA MAYOR
-74.12119893077407,4.561105814633194,001420,EL PLAYON
-74.36359732048128,3.985594138683143,209106,LA UNION URBANO
-74.09939564322019,4.573007064948315,001404,SOSIEGO SUR
-74.0863833445222,4.5580422960454055,001308,SANTA INES SUR
-74.07226269514224,4.603319414098724,003109,VERACRUZ
-74.08577110776534,4.526987203230439,001362,ARBOLEDA SANTA TERESITA
-74.15636861359391,4.553505031483688,002570,EL MIRADOR
-74.06946826430136,4.597475292388998,003104,LA CONCORDIA
-74.17835656266006,4.646036216680678,004611,EL JAZMIN
-74.1810626602223,4.624727546512653,004605,CHICALA
-74.18029034999358,4.64955151742334,205209,EL JAZMIN
-74.16351105537774,4.629323248121,004619,CHUCUA DE LA VACA III
-74.19152871115682,4.6325054514978286,004632,LA CABANA
-74.19032480943962,4.628729178234708,004593,LA LIBERTAD
-74.16942897907543,4.633198104943639,004618,DINTALITO
-74.20888300099897,4.083550166573655,103109,LAS SOPAS
-74.17082371742133,4.63057916755425,004617,TINTALITO
-74.10598534802705,4.741045152366687,009262,LA GAITANA ORIENTAL
-74.04420381691693,4.7204997154226636,008514,EL CONTADOR
-74.09035229316616,4.622138865186053,006211,CUNDINAMARCA
-74.13519900050977,4.511568618885269,002588,EL MOCHUELO III URBANO
-74.09189510459925,4.723876811317378,009202,EL RINCON
-74.11322544892722,4.74969466366763,009251,SAN CARLOS DE SUBA
-74.10951184369686,4.550406562787416,001416,SAN AGUSTIN
-74.08410196135779,4.627014627392056,006202,GRAN AMERICA
-74.14420086627594,4.6756218890454475,006410,CENTRO FONTIBON
-74.03885429739529,4.6750385068845155,008302,SEMINARIO
-74.09899222133221,4.677538002745278,005509,SAN JOAQUIN
-74.19911343091422,4.611525100792415,004539,GRAN COLOMBIANO
-74.11826394057643,4.547491988398967,002511,LA PICOTA
-74.13879374775779,4.638756811056495,006504,BAVARIA
-74.10455471520895,4.485944902484836,002635,BRISAS DEL LLANO
-74.20108983941243,4.606895729406523,004574,CHARLES DE GAULLE
-74.11994928622265,4.514020284942798,002555,SAN JUAN BAUTISTA
-74.06085310912134,4.7639664272215105,009113,SAN JOSE DE BAVARIA
-74.16780654865039,4.7017421635244805,105402,CHARCO RURAL
-74.1251210352882,4.719845045730957,005654,GRAN GRANADA
-74.19331888747548,4.611535947128742,004528,PASO ANCHO
-74.06113399174038,4.683174931303298,005304,LA CASTELLANA
-74.14539043391414,4.598428843440336,004544,LAS DELICIAS
-74.12378679656422,4.557520851503951,002507,ABRAHAM LINCOLN
-74.09643426539401,4.681050698294073,005510,EL LAUREL
-74.19030314949175,4.650128858560448,105223,OSORIO XXIII
-74.2046977576636,4.621562736804828,205316,VILLA EMMA
-74.11724763042143,4.747150963058482,009259,BERLIN
-74.14420134514233,4.562728484045221,002513,LAS ACACIAS
-74.09618968429487,4.580597008682873,001204,CIUDAD JARDIN SUR
-74.11067588820961,4.581038413425779,002209,QUIROGA I
-74.09309786371526,4.600833417733356,004111,EL PROGRESO
-74.02715274850482,4.749757447326738,008524,LA GRANJA NORTE
-74.14667659733023,4.508171540941838,002595,LAGUNITAS URBANO
-74.13672801476253,4.602609720958657,004543,ALQUERIA LA FRAGUA
-74.093058841445,4.583268193667637,001203,CARACAS
-74.07306029038726,4.579813468009188,003209,EL DORADO
-74.09632603926639,4.500814927228412,202404,SAN FELIPE DE USME RURAL
-74.1856934677366,4.616474293154737,004520,LA PAZ BOSA
-74.07338044539078,4.610928603153592,003101,LA ALAMEDA
-74.12570614821514,4.613657843619745,004310,PROVIVIENDA NORTE
-74.16356887511333,4.607858952376931,004517,JACQUELINE
-74.06973551147443,4.607536030608866,003102,LAS NIEVES
-74.15723816868282,4.688605294196654,006413,SAN PABLO JERICO
-74.08452229630915,4.517096276661443,102312,CIUDAD LONDRES RURAL
-74.15276244694942,4.211300419166048,103201,BETANIA
-74.14425805744501,4.667511656104302,006407,GUADUAL FONTIBON
-74.0990560395762,4.545316856221183,001330,CANADA O GUIRA
-74.10964185847244,4.555672385031081,001417,LOS MOLINOS
-74.15059237839192,4.566719564962336,002531,CANDELARIA LA NUEVA
-74.13609103274742,4.5546311826344335,002516,MEXICO
-74.06366959740706,4.706764952773999,009118,BATAN
-74.15102931087921,4.681225466042532,006417,VILLA CARMENZA
-74.10530082124006,4.678616731948033,005605,EL ENCANTO
-74.0796219766027,4.678470521670971,005205,SIMON BOLIVAR
-74.03683947804844,4.707228453897326,008403,LA CAROLINA
-74.1490270627295,4.541446036712968,002546,NACIONES UNIDAS
-74.03557026586856,4.719100492047042,008512,CEDRITOS
-74.09761554276108,4.612635076265083,004201,PENSILVANIA
-74.06768676088001,4.62471509762737,008101,SAGRADO CORAZON
-74.03635942682074,4.72938960515604,008518,CAOBOS SALAZAR
-74.08064308958805,4.472997806167282,202309,EL BOSQUE SUR ORIENTAL RURAL III
-74.04411846538152,4.664323178197047,201108,EL REFUGIO II
-74.15115856170537,4.591829738290425,002411,ISLA DEL SOL
-74.10103811559387,4.50035617364662,002612,LA COMUNA
-74.10388168936892,4.564893080130887,001424,BARCELONA SUR
-74.09117480331436,4.564862822725208,001303,CORDOBA
-74.17929396391628,4.607363474522782,004569,JOSE ANTONIO GALAN
-74.08975341709561,4.7000616705544775,005601,EL MINUTO DE DIOS
-74.20013960253873,4.620333948537458,004625,EL REMANSO I
-74.09412452252516,4.6434981680443785,005109,CENTRO ADMINISTRATIVO OCC.
-74.0668608342391,4.645666301730121,007203,CHAPINERO OCCIDENTAL
-74.10814240808499,4.57608877560802,001402,GUSTAVO RESTREPO
-74.09738116666746,4.7159820123873955,005661,LUIS CARLOS GALAN
-74.05501514375295,4.652804465039896,008202,EMAUS
-74.11192632721463,4.7366055157408775,009257,TIBABUYES
-74.09749524337651,4.73860499199061,009208,COSTA AZUL
-74.02453976349652,4.664577108471997,208107,LA ESPERANZA
-74.02346223975606,4.765188411727961,008540,LA ESTRELLITA I
-74.07435864389518,4.5679756808553345,001116,TIBAQUE URBANO
-74.05808177828133,4.6346788488870025,201508,PARDO RUBIO  I
-74.06229508309615,4.616692781066466,201408,LA PERSEVERANCIA I
-74.11745994489222,4.5332378697492075,002589,PORVENIR
-74.11483871473179,4.610239402596538,004204,MONTES
-74.14725139806212,4.604657541827701,004582,RENANIA URAPANES
-74.17315726066784,4.580788491233756,002451,SAN ANTONIO DEL MIRADOR
-74.04694554451446,4.724933464071199,008515,LOS CEDROS
-74.19323044823896,4.62371610919869,004595,CHICO SUR
-74.0892666977646,4.665913160996084,005115,PARQUE POPULAR SALITRE
-74.08702377898008,4.623632066541657,006203,LA FLORIDA OCCIDENTAL
-74.08306720971596,4.621992584517747,006110,USATAMA
-74.13033113450497,4.717215427802072,005668,VILLAS DE ALCALA
-74.01225928518996,4.665853060845077,208127,PARAMO RURAL V
-74.02872846755665,4.726774796021987,008508,CEDRO SALAZAR
-74.02796140269703,4.731036679149664,008507,BARRANCAS
-74.0280374875868,4.7350065394304295,008506,BARRANCAS NORTE
-74.02717251043632,4.776701457444283,108102,TIBABITA RURAL
-74.03861132549555,4.771014060747757,008544,CANAIMA
-74.04058824352077,4.752187173690474,008525,LA URIBE
-74.14700136173626,4.172535011953949,203106,NAZARETH URBANO
-74.11132275233311,4.677844130459097,005638,SANTA CECILIA
-74.11066493669983,4.697473894515792,005625,LOS ALAMOS
-74.20303123738022,4.603383701495349,004598,VILLA ANNY I
-74.19912075730848,4.6012044672658785,004599,VILLA ANNY II
-74.05564559890956,4.736643894746869,009110,MAZUREN
-74.0676121033737,4.562167269342897,001119,AGUAS CLARAS I
-74.10238652888386,4.739020949284464,009209,VILLA MARIA
-74.0969748694017,4.630606093940107,006208,ORTEZAL
-74.10611471248905,4.734224224063438,009224,NUEVA TIBABUYES
-74.05346931815093,4.742212641152695,009103,CANTAGALLO
-74.09769197680743,4.709139555377388,005616,LOS CEREZOS
-74.13906710741472,4.5190906987104125,104129,EL MOCHUELO II
-74.09648344582352,4.50767275725532,202204,LA ESPERANZA SUR I
-74.1429826031984,4.656052773524267,006534,EL TINTAL IV
-74.08695688785475,4.615165567941807,006107,PALOQUEMAO
-74.06945395684349,4.618931122826059,008108,SAMPER
-74.09030049223661,4.5041229798705995,102407,TIBAQUE SUR
-74.19697789054507,4.602555774928523,004550,JOSE MARIA CARBONEL
-74.29783951544633,3.9656641731862803,109113,LAGUNITAS
-74.2831418846257,3.990209997383807,109107,CHORRERAS
-74.26082003455636,4.015871616872048,109103,LAS VEGAS
-74.15770333228154,4.561609953269547,002575,CERRO COLORADO
-74.29684504638976,4.061870722765143,109101,EL TOLDO
-74.12644882868362,4.603044328215521,004407,ALCALA
-74.18397211441486,4.639689624270247,004616,OSORIO X URBANO
-74.04063088325329,4.692560709958371,008416,MOLINOS NORTE
